folder,filename,image_ok,mask_ok,image_width,image_height,mask_width,mask_height,same_size
dataA,02_02_140.png,True,True,800,600,800,600,True
dataA,02_02_141.png,True,True,800,600,800,600,True
dataA,02_02_150.png,True,True,800,600,800,600,True
dataA,02_02_151.png,True,True,800,600,800,600,True
dataA,02_02_160.png,True,True,800,600,800,600,True
dataA,02_02_161.png,True,True,800,600,800,600,True
dataA,02_02_170.png,True,True,800,600,800,600,True
dataA,02_02_171.png,True,True,800,600,800,600,True
dataA,02_02_180.png,True,True,800,600,800,600,True
dataA,02_02_181.png,True,True,800,600,800,600,True
dataA,02_02_190.png,True,True,800,600,800,600,True
dataA,02_02_191.png,True,True,800,600,800,600,True
dataA,02_02_200.png,True,True,800,600,800,600,True
dataA,02_02_201.png,True,True,800,600,800,600,True
dataA,02_02_210.png,True,True,800,600,800,600,True
dataA,02_02_211.png,True,True,800,600,800,600,True
dataA,02_02_220.png,True,True,800,600,800,600,True
dataA,02_02_221.png,True,True,800,600,800,600,True
dataA,02_02_230.png,True,True,800,600,800,600,True
dataA,02_02_231.png,True,True,800,600,800,600,True
dataA,02_02_240.png,True,True,800,600,800,600,True
dataA,02_02_241.png,True,True,800,600,800,600,True
dataA,03_00_000.png,True,True,800,600,800,600,True
dataA,03_00_001.png,True,True,800,600,800,600,True
dataA,03_00_010.png,True,True,800,600,800,600,True
dataA,03_00_011.png,True,True,800,600,800,600,True
dataA,03_00_020.png,True,True,800,600,800,600,True
dataA,03_00_021.png,True,True,800,600,800,600,True
dataA,03_00_030.png,True,True,800,600,800,600,True
dataA,03_00_031.png,True,True,800,600,800,600,True
dataA,03_00_040.png,True,True,800,600,800,600,True
dataA,03_00_041.png,True,True,800,600,800,600,True
dataA,03_00_050.png,True,True,800,600,800,600,True
dataA,03_00_051.png,True,True,800,600,800,600,True
dataA,03_00_060.png,True,True,800,600,800,600,True
dataA,03_00_061.png,True,True,800,600,800,600,True
dataA,03_00_070.png,True,True,800,600,800,600,True
dataA,03_00_071.png,True,True,800,600,800,600,True
dataA,03_00_080.png,True,True,800,600,800,600,True
dataA,03_00_081.png,True,True,800,600,800,600,True
dataA,03_00_090.png,True,True,800,600,800,600,True
dataA,03_00_091.png,True,True,800,600,800,600,True
dataA,03_00_100.png,True,True,800,600,800,600,True
dataA,03_00_101.png,True,True,800,600,800,600,True
dataA,03_00_110.png,True,True,800,600,800,600,True
dataA,03_00_111.png,True,True,800,600,800,600,True
dataA,03_00_120.png,True,True,800,600,800,600,True
dataA,03_00_121.png,True,True,800,600,800,600,True
dataA,03_00_130.png,True,True,800,600,800,600,True
dataA,03_00_131.png,True,True,800,600,800,600,True
dataA,03_00_140.png,True,True,800,600,800,600,True
dataA,03_00_141.png,True,True,800,600,800,600,True
dataA,03_00_150.png,True,True,800,600,800,600,True
dataA,03_00_151.png,True,True,800,600,800,600,True
dataA,03_00_160.png,True,True,800,600,800,600,True
dataA,03_00_161.png,True,True,800,600,800,600,True
dataA,03_00_170.png,True,True,800,600,800,600,True
dataA,03_00_171.png,True,True,800,600,800,600,True
dataA,03_00_180.png,True,True,800,600,800,600,True
dataA,03_00_181.png,True,True,800,600,800,600,True
dataA,03_00_190.png,True,True,800,600,800,600,True
dataA,03_00_191.png,True,True,800,600,800,600,True
dataA,03_00_200.png,True,True,800,600,800,600,True
dataA,03_00_201.png,True,True,800,600,800,600,True
dataA,03_00_210.png,True,True,800,600,800,600,True
dataA,03_00_211.png,True,True,800,600,800,600,True
dataA,03_00_220.png,True,True,800,600,800,600,True
dataA,03_00_221.png,True,True,800,600,800,600,True
dataA,03_00_230.png,True,True,800,600,800,600,True
dataA,03_00_231.png,True,True,800,600,800,600,True
dataA,03_00_240.png,True,True,800,600,800,600,True
dataA,03_00_241.png,True,True,800,600,800,600,True
dataA,03_01_000.png,True,True,800,600,800,600,True
dataA,03_01_001.png,True,True,800,600,800,600,True
dataA,03_01_010.png,True,True,800,600,800,600,True
dataA,03_01_011.png,True,True,800,600,800,600,True
dataA,03_01_020.png,True,True,800,600,800,600,True
dataA,03_01_021.png,True,True,800,600,800,600,True
dataA,03_01_030.png,True,True,800,600,800,600,True
dataA,03_01_031.png,True,True,800,600,800,600,True
dataA,03_01_040.png,True,True,800,600,800,600,True
dataA,03_01_041.png,True,True,800,600,800,600,True
dataA,03_01_050.png,True,True,800,600,800,600,True
dataA,03_01_051.png,True,True,800,600,800,600,True
dataA,03_01_060.png,True,True,800,600,800,600,True
dataA,03_01_061.png,True,True,800,600,800,600,True
dataA,03_01_070.png,True,True,800,600,800,600,True
dataA,03_01_071.png,True,True,800,600,800,600,True
dataA,03_01_080.png,True,True,800,600,800,600,True
dataA,03_01_081.png,True,True,800,600,800,600,True
dataA,03_01_090.png,True,True,800,600,800,600,True
dataA,03_01_091.png,True,True,800,600,800,600,True
dataA,03_01_100.png,True,True,800,600,800,600,True
dataA,03_01_101.png,True,True,800,600,800,600,True
dataA,03_01_110.png,True,True,800,600,800,600,True
dataA,03_01_111.png,True,True,800,600,800,600,True
dataA,03_01_120.png,True,True,800,600,800,600,True
dataA,03_01_121.png,True,True,800,600,800,600,True
dataA,03_01_130.png,True,True,800,600,800,600,True
dataA,03_01_131.png,True,True,800,600,800,600,True
dataA,03_01_140.png,True,True,800,600,800,600,True
dataA,03_01_141.png,True,True,800,600,800,600,True
dataA,03_01_150.png,True,True,800,600,800,600,True
dataA,03_01_151.png,True,True,800,600,800,600,True
dataA,03_01_160.png,True,True,800,600,800,600,True
dataA,03_01_161.png,True,True,800,600,800,600,True
dataA,03_01_170.png,True,True,800,600,800,600,True
dataA,03_01_171.png,True,True,800,600,800,600,True
dataA,03_01_180.png,True,True,800,600,800,600,True
dataA,03_01_181.png,True,True,800,600,800,600,True
dataA,03_01_190.png,True,True,800,600,800,600,True
dataA,03_01_191.png,True,True,800,600,800,600,True
dataA,03_01_200.png,True,True,800,600,800,600,True
dataA,03_01_201.png,True,True,800,600,800,600,True
dataA,03_01_210.png,True,True,800,600,800,600,True
dataA,03_01_211.png,True,True,800,600,800,600,True
dataA,03_01_220.png,True,True,800,600,800,600,True
dataA,03_01_221.png,True,True,800,600,800,600,True
dataA,03_01_230.png,True,True,800,600,800,600,True
dataA,03_01_231.png,True,True,800,600,800,600,True
dataA,03_01_240.png,True,True,800,600,800,600,True
dataA,03_01_241.png,True,True,800,600,800,600,True
dataA,04_00_000.png,True,True,800,600,800,600,True
dataA,04_00_001.png,True,True,800,600,800,600,True
dataA,04_00_010.png,True,True,800,600,800,600,True
dataA,04_00_011.png,True,True,800,600,800,600,True
dataA,04_00_020.png,True,True,800,600,800,600,True
dataA,04_00_021.png,True,True,800,600,800,600,True
dataA,04_00_030.png,True,True,800,600,800,600,True
dataA,04_00_031.png,True,True,800,600,800,600,True
dataA,04_00_040.png,True,True,800,600,800,600,True
dataA,04_00_041.png,True,True,800,600,800,600,True
dataA,04_00_050.png,True,True,800,600,800,600,True
dataA,04_00_051.png,True,True,800,600,800,600,True
dataA,04_00_060.png,True,True,800,600,800,600,True
dataA,04_00_061.png,True,True,800,600,800,600,True
dataA,04_00_070.png,True,True,800,600,800,600,True
dataA,04_00_071.png,True,True,800,600,800,600,True
dataA,04_00_080.png,True,True,800,600,800,600,True
dataA,04_00_081.png,True,True,800,600,800,600,True
dataA,04_00_090.png,True,True,800,600,800,600,True
dataA,04_00_091.png,True,True,800,600,800,600,True
dataA,04_00_100.png,True,True,800,600,800,600,True
dataA,04_00_101.png,True,True,800,600,800,600,True
dataA,04_00_110.png,True,True,800,600,800,600,True
dataA,04_00_111.png,True,True,800,600,800,600,True
dataA,04_00_120.png,True,True,800,600,800,600,True
dataA,04_00_121.png,True,True,800,600,800,600,True
dataA,04_00_130.png,True,True,800,600,800,600,True
dataA,04_00_131.png,True,True,800,600,800,600,True
dataA,04_00_140.png,True,True,800,600,800,600,True
dataA,04_00_141.png,True,True,800,600,800,600,True
dataA,04_00_150.png,True,True,800,600,800,600,True
dataA,04_00_151.png,True,True,800,600,800,600,True
dataA,04_00_160.png,True,True,800,600,800,600,True
dataA,04_00_161.png,True,True,800,600,800,600,True
dataA,04_00_170.png,True,True,800,600,800,600,True
dataA,04_00_171.png,True,True,800,600,800,600,True
dataA,04_00_180.png,True,True,800,600,800,600,True
dataA,04_00_181.png,True,True,800,600,800,600,True
dataA,04_00_190.png,True,True,800,600,800,600,True
dataA,04_00_191.png,True,True,800,600,800,600,True
dataA,04_00_200.png,True,True,800,600,800,600,True
dataA,04_00_201.png,True,True,800,600,800,600,True
dataA,04_00_210.png,True,True,800,600,800,600,True
dataA,04_00_211.png,True,True,800,600,800,600,True
dataA,04_00_220.png,True,True,800,600,800,600,True
dataA,04_00_221.png,True,True,800,600,800,600,True
dataA,04_00_230.png,True,True,800,600,800,600,True
dataA,04_00_231.png,True,True,800,600,800,600,True
dataA,04_00_240.png,True,True,800,600,800,600,True
dataA,04_00_241.png,True,True,800,600,800,600,True
dataA,05_00_000.png,True,True,800,600,800,600,True
dataA,05_00_001.png,True,True,800,600,800,600,True
dataA,05_00_010.png,True,True,800,600,800,600,True
dataA,05_00_011.png,True,True,800,600,800,600,True
dataA,05_00_020.png,True,True,800,600,800,600,True
dataA,05_00_021.png,True,True,800,600,800,600,True
dataA,05_00_030.png,True,True,800,600,800,600,True
dataA,05_00_031.png,True,True,800,600,800,600,True
dataA,05_00_040.png,True,True,800,600,800,600,True
dataA,05_00_041.png,True,True,800,600,800,600,True
dataA,05_00_050.png,True,True,800,600,800,600,True
dataA,05_00_051.png,True,True,800,600,800,600,True
dataA,05_00_060.png,True,True,800,600,800,600,True
dataA,05_00_061.png,True,True,800,600,800,600,True
dataA,05_00_070.png,True,True,800,600,800,600,True
dataA,05_00_071.png,True,True,800,600,800,600,True
dataA,05_00_080.png,True,True,800,600,800,600,True
dataA,05_00_081.png,True,True,800,600,800,600,True
dataA,05_00_090.png,True,True,800,600,800,600,True
dataA,05_00_091.png,True,True,800,600,800,600,True
dataA,05_00_100.png,True,True,800,600,800,600,True
dataA,05_00_101.png,True,True,800,600,800,600,True
dataA,05_00_110.png,True,True,800,600,800,600,True
dataA,05_00_111.png,True,True,800,600,800,600,True
dataA,05_00_120.png,True,True,800,600,800,600,True
dataA,05_00_121.png,True,True,800,600,800,600,True
dataA,05_00_130.png,True,True,800,600,800,600,True
dataA,05_00_131.png,True,True,800,600,800,600,True
dataA,05_00_140.png,True,True,800,600,800,600,True
dataA,05_00_141.png,True,True,800,600,800,600,True
dataA,05_00_150.png,True,True,800,600,800,600,True
dataA,05_00_151.png,True,True,800,600,800,600,True
dataA,05_00_160.png,True,True,800,600,800,600,True
dataA,05_00_161.png,True,True,800,600,800,600,True
dataA,05_00_170.png,True,True,800,600,800,600,True
dataA,05_00_171.png,True,True,800,600,800,600,True
dataA,05_00_180.png,True,True,800,600,800,600,True
dataA,05_00_181.png,True,True,800,600,800,600,True
dataA,05_00_190.png,True,True,800,600,800,600,True
dataA,05_00_191.png,True,True,800,600,800,600,True
dataA,05_00_200.png,True,True,800,600,800,600,True
dataA,05_00_201.png,True,True,800,600,800,600,True
dataA,05_00_210.png,True,True,800,600,800,600,True
dataA,05_00_211.png,True,True,800,600,800,600,True
dataA,05_00_220.png,True,True,800,600,800,600,True
dataA,05_00_221.png,True,True,800,600,800,600,True
dataA,05_00_230.png,True,True,800,600,800,600,True
dataA,05_00_231.png,True,True,800,600,800,600,True
dataA,05_00_240.png,True,True,800,600,800,600,True
dataA,05_00_241.png,True,True,800,600,800,600,True
dataA,06_00_000.png,True,True,800,600,800,600,True
dataA,06_00_001.png,True,True,800,600,800,600,True
dataA,06_00_010.png,True,True,800,600,800,600,True
dataA,06_00_011.png,True,True,800,600,800,600,True
dataA,06_00_020.png,True,True,800,600,800,600,True
dataA,06_00_021.png,True,True,800,600,800,600,True
dataA,06_00_030.png,True,True,800,600,800,600,True
dataA,06_00_031.png,True,True,800,600,800,600,True
dataA,06_00_040.png,True,True,800,600,800,600,True
dataA,06_00_041.png,True,True,800,600,800,600,True
dataA,06_00_050.png,True,True,800,600,800,600,True
dataA,06_00_051.png,True,True,800,600,800,600,True
dataA,06_00_060.png,True,True,800,600,800,600,True
dataA,06_00_061.png,True,True,800,600,800,600,True
dataA,06_00_070.png,True,True,800,600,800,600,True
dataA,06_00_071.png,True,True,800,600,800,600,True
dataA,06_00_080.png,True,True,800,600,800,600,True
dataA,06_00_081.png,True,True,800,600,800,600,True
dataA,06_00_090.png,True,True,800,600,800,600,True
dataA,06_00_091.png,True,True,800,600,800,600,True
dataA,06_00_100.png,True,True,800,600,800,600,True
dataA,06_00_101.png,True,True,800,600,800,600,True
dataA,06_00_110.png,True,True,800,600,800,600,True
dataA,06_00_111.png,True,True,800,600,800,600,True
dataA,06_00_120.png,True,True,800,600,800,600,True
dataA,06_00_121.png,True,True,800,600,800,600,True
dataA,06_00_130.png,True,True,800,600,800,600,True
dataA,06_00_131.png,True,True,800,600,800,600,True
dataA,06_00_140.png,True,True,800,600,800,600,True
dataA,06_00_141.png,True,True,800,600,800,600,True
dataA,06_00_150.png,True,True,800,600,800,600,True
dataA,06_00_151.png,True,True,800,600,800,600,True
dataA,06_00_160.png,True,True,800,600,800,600,True
dataA,06_00_161.png,True,True,800,600,800,600,True
dataA,06_00_170.png,True,True,800,600,800,600,True
dataA,06_00_171.png,True,True,800,600,800,600,True
dataA,06_00_180.png,True,True,800,600,800,600,True
dataA,06_00_181.png,True,True,800,600,800,600,True
dataA,06_00_190.png,True,True,800,600,800,600,True
dataA,06_00_191.png,True,True,800,600,800,600,True
dataA,06_00_200.png,True,True,800,600,800,600,True
dataA,06_00_201.png,True,True,800,600,800,600,True
dataA,06_00_210.png,True,True,800,600,800,600,True
dataA,06_00_211.png,True,True,800,600,800,600,True
dataA,06_00_220.png,True,True,800,600,800,600,True
dataA,06_00_221.png,True,True,800,600,800,600,True
dataA,06_00_230.png,True,True,800,600,800,600,True
dataA,06_00_231.png,True,True,800,600,800,600,True
dataA,06_00_240.png,True,True,800,600,800,600,True
dataA,06_00_241.png,True,True,800,600,800,600,True
dataA,07_00_000.png,True,True,800,600,800,600,True
dataA,07_00_001.png,True,True,800,600,800,600,True
dataA,07_00_010.png,True,True,800,600,800,600,True
dataA,07_00_011.png,True,True,800,600,800,600,True
dataA,07_00_020.png,True,True,800,600,800,600,True
dataA,07_00_021.png,True,True,800,600,800,600,True
dataA,07_00_030.png,True,True,800,600,800,600,True
dataA,07_00_031.png,True,True,800,600,800,600,True
dataA,07_00_040.png,True,True,800,600,800,600,True
dataA,07_00_041.png,True,True,800,600,800,600,True
dataA,07_00_050.png,True,True,800,600,800,600,True
dataA,07_00_051.png,True,True,800,600,800,600,True
dataA,07_00_060.png,True,True,800,600,800,600,True
dataA,07_00_061.png,True,True,800,600,800,600,True
dataA,07_00_070.png,True,True,800,600,800,600,True
dataA,07_00_071.png,True,True,800,600,800,600,True
dataA,07_00_080.png,True,True,800,600,800,600,True
dataA,07_00_081.png,True,True,800,600,800,600,True
dataA,07_00_090.png,True,True,800,600,800,600,True
dataA,07_00_091.png,True,True,800,600,800,600,True
dataA,07_00_100.png,True,True,800,600,800,600,True
dataA,07_00_101.png,True,True,800,600,800,600,True
dataA,07_00_110.png,True,True,800,600,800,600,True
dataA,07_00_111.png,True,True,800,600,800,600,True
dataA,07_00_120.png,True,True,800,600,800,600,True
dataA,07_00_121.png,True,True,800,600,800,600,True
dataA,07_00_130.png,True,True,800,600,800,600,True
dataA,07_00_131.png,True,True,800,600,800,600,True
dataA,07_00_140.png,True,True,800,600,800,600,True
dataA,07_00_141.png,True,True,800,600,800,600,True
dataA,07_00_150.png,True,True,800,600,800,600,True
dataA,07_00_151.png,True,True,800,600,800,600,True
dataA,07_00_160.png,True,True,800,600,800,600,True
dataA,07_00_161.png,True,True,800,600,800,600,True
dataA,07_00_170.png,True,True,800,600,800,600,True
dataA,07_00_171.png,True,True,800,600,800,600,True
dataA,07_00_180.png,True,True,800,600,800,600,True
dataA,07_00_181.png,True,True,800,600,800,600,True
dataA,07_00_190.png,True,True,800,600,800,600,True
dataA,07_00_191.png,True,True,800,600,800,600,True
dataA,07_00_200.png,True,True,800,600,800,600,True
dataA,07_00_201.png,True,True,800,600,800,600,True
dataA,07_00_210.png,True,True,800,600,800,600,True
dataA,07_00_211.png,True,True,800,600,800,600,True
dataA,07_00_220.png,True,True,800,600,800,600,True
dataA,07_00_221.png,True,True,800,600,800,600,True
dataA,07_00_230.png,True,True,800,600,800,600,True
dataA,07_00_231.png,True,True,800,600,800,600,True
dataA,07_00_240.png,True,True,800,600,800,600,True
dataA,07_00_241.png,True,True,800,600,800,600,True
dataA,08_00_000.png,True,True,800,600,800,600,True
dataA,08_00_001.png,True,True,800,600,800,600,True
dataA,08_00_010.png,True,True,800,600,800,600,True
dataA,08_00_011.png,True,True,800,600,800,600,True
dataA,08_00_020.png,True,True,800,600,800,600,True
dataA,08_00_021.png,True,True,800,600,800,600,True
dataA,08_00_030.png,True,True,800,600,800,600,True
dataA,08_00_031.png,True,True,800,600,800,600,True
dataA,08_00_040.png,True,True,800,600,800,600,True
dataA,08_00_041.png,True,True,800,600,800,600,True
dataA,08_00_050.png,True,True,800,600,800,600,True
dataA,08_00_051.png,True,True,800,600,800,600,True
dataA,08_00_060.png,True,True,800,600,800,600,True
dataA,08_00_061.png,True,True,800,600,800,600,True
dataA,08_00_070.png,True,True,800,600,800,600,True
dataA,08_00_071.png,True,True,800,600,800,600,True
dataA,08_00_080.png,True,True,800,600,800,600,True
dataA,08_00_081.png,True,True,800,600,800,600,True
dataA,08_00_090.png,True,True,800,600,800,600,True
dataA,08_00_091.png,True,True,800,600,800,600,True
dataA,08_00_100.png,True,True,800,600,800,600,True
dataA,08_00_101.png,True,True,800,600,800,600,True
dataA,08_00_110.png,True,True,800,600,800,600,True
dataA,08_00_111.png,True,True,800,600,800,600,True
dataA,08_00_120.png,True,True,800,600,800,600,True
dataA,08_00_121.png,True,True,800,600,800,600,True
dataA,08_00_130.png,True,True,800,600,800,600,True
dataA,08_00_131.png,True,True,800,600,800,600,True
dataA,08_00_140.png,True,True,800,600,800,600,True
dataA,08_00_141.png,True,True,800,600,800,600,True
dataA,08_00_150.png,True,True,800,600,800,600,True
dataA,08_00_151.png,True,True,800,600,800,600,True
dataA,08_00_160.png,True,True,800,600,800,600,True
dataA,08_00_161.png,True,True,800,600,800,600,True
dataA,08_00_170.png,True,True,800,600,800,600,True
dataA,08_00_171.png,True,True,800,600,800,600,True
dataA,08_00_180.png,True,True,800,600,800,600,True
dataA,08_00_181.png,True,True,800,600,800,600,True
dataA,08_00_190.png,True,True,800,600,800,600,True
dataA,08_00_191.png,True,True,800,600,800,600,True
dataA,08_00_200.png,True,True,800,600,800,600,True
dataA,08_00_201.png,True,True,800,600,800,600,True
dataA,08_00_210.png,True,True,800,600,800,600,True
dataA,08_00_211.png,True,True,800,600,800,600,True
dataA,08_00_220.png,True,True,800,600,800,600,True
dataA,08_00_221.png,True,True,800,600,800,600,True
dataA,08_00_230.png,True,True,800,600,800,600,True
dataA,08_00_231.png,True,True,800,600,800,600,True
dataA,08_00_240.png,True,True,800,600,800,600,True
dataA,08_00_241.png,True,True,800,600,800,600,True
dataA,09_00_000.png,True,True,800,600,800,600,True
dataA,09_00_001.png,True,True,800,600,800,600,True
dataA,09_00_010.png,True,True,800,600,800,600,True
dataA,09_00_011.png,True,True,800,600,800,600,True
dataA,09_00_020.png,True,True,800,600,800,600,True
dataA,09_00_021.png,True,True,800,600,800,600,True
dataA,09_00_030.png,True,True,800,600,800,600,True
dataA,09_00_031.png,True,True,800,600,800,600,True
dataA,09_00_040.png,True,True,800,600,800,600,True
dataA,09_00_041.png,True,True,800,600,800,600,True
dataA,09_00_050.png,True,True,800,600,800,600,True
dataA,09_00_051.png,True,True,800,600,800,600,True
dataA,09_00_060.png,True,True,800,600,800,600,True
dataA,09_00_061.png,True,True,800,600,800,600,True
dataA,09_00_070.png,True,True,800,600,800,600,True
dataA,09_00_071.png,True,True,800,600,800,600,True
dataA,09_00_080.png,True,True,800,600,800,600,True
dataA,09_00_081.png,True,True,800,600,800,600,True
dataA,09_00_090.png,True,True,800,600,800,600,True
dataA,09_00_091.png,True,True,800,600,800,600,True
dataA,09_00_100.png,True,True,800,600,800,600,True
dataA,09_00_101.png,True,True,800,600,800,600,True
dataA,09_00_110.png,True,True,800,600,800,600,True
dataA,09_00_111.png,True,True,800,600,800,600,True
dataA,09_00_120.png,True,True,800,600,800,600,True
dataA,09_00_121.png,True,True,800,600,800,600,True
dataA,09_00_130.png,True,True,800,600,800,600,True
dataA,09_00_131.png,True,True,800,600,800,600,True
dataA,09_00_140.png,True,True,800,600,800,600,True
dataA,09_00_141.png,True,True,800,600,800,600,True
dataA,09_00_150.png,True,True,800,600,800,600,True
dataA,09_00_151.png,True,True,800,600,800,600,True
dataA,09_00_160.png,True,True,800,600,800,600,True
dataA,09_00_161.png,True,True,800,600,800,600,True
dataA,09_00_170.png,True,True,800,600,800,600,True
