folder,filename,image_path,mask_path,split
dataA,02_00_141.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraRGB/02_00_141.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraSeg/02_00_141.png,train
dataA,02_00_150.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraRGB/02_00_150.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraSeg/02_00_150.png,train
dataA,02_00_151.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraRGB/02_00_151.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraSeg/02_00_151.png,train
dataA,02_00_160.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraRGB/02_00_160.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraSeg/02_00_160.png,train
dataA,02_00_161.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraRGB/02_00_161.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraSeg/02_00_161.png,train
dataA,02_00_170.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraRGB/02_00_170.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraSeg/02_00_170.png,train
dataA,02_00_171.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraRGB/02_00_171.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraSeg/02_00_171.png,train
dataA,02_00_180.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraRGB/02_00_180.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraSeg/02_00_180.png,train
dataA,02_00_181.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraRGB/02_00_181.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraSeg/02_00_181.png,train
dataA,02_00_190.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraRGB/02_00_190.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraSeg/02_00_190.png,train
dataA,02_00_191.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraRGB/02_00_191.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraSeg/02_00_191.png,train
dataA,02_00_200.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraRGB/02_00_200.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraSeg/02_00_200.png,train
dataA,02_00_201.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraRGB/02_00_201.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraSeg/02_00_201.png,train
dataA,02_00_210.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraRGB/02_00_210.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraSeg/02_00_210.png,train
dataA,02_00_211.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraRGB/02_00_211.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraSeg/02_00_211.png,train
dataA,02_00_220.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraRGB/02_00_220.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraSeg/02_00_220.png,train
dataA,02_00_221.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraRGB/02_00_221.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraSeg/02_00_221.png,train
dataA,02_00_230.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraRGB/02_00_230.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraSeg/02_00_230.png,train
dataA,02_00_231.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraRGB/02_00_231.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraSeg/02_00_231.png,train
dataA,02_00_240.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraRGB/02_00_240.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraSeg/02_00_240.png,train
dataA,02_00_241.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraRGB/02_00_241.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraSeg/02_00_241.png,train
dataA,02_01_000.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraRGB/02_01_000.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraSeg/02_01_000.png,train
dataA,02_01_001.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraRGB/02_01_001.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraSeg/02_01_001.png,train
dataA,02_01_010.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraRGB/02_01_010.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraSeg/02_01_010.png,train
dataA,02_01_011.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraRGB/02_01_011.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraSeg/02_01_011.png,train
dataA,02_01_020.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraRGB/02_01_020.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraSeg/02_01_020.png,train
dataA,02_01_021.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraRGB/02_01_021.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraSeg/02_01_021.png,train
dataA,02_01_030.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraRGB/02_01_030.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraSeg/02_01_030.png,train
dataA,02_01_031.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraRGB/02_01_031.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraSeg/02_01_031.png,train
dataA,02_01_040.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraRGB/02_01_040.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraSeg/02_01_040.png,train
dataA,02_01_041.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraRGB/02_01_041.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraSeg/02_01_041.png,train
dataA,02_01_050.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraRGB/02_01_050.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraSeg/02_01_050.png,train
dataA,02_01_051.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraRGB/02_01_051.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraSeg/02_01_051.png,train
dataA,02_01_060.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraRGB/02_01_060.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraSeg/02_01_060.png,train
dataA,02_01_061.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraRGB/02_01_061.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraSeg/02_01_061.png,train
dataA,02_01_070.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraRGB/02_01_070.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraSeg/02_01_070.png,train
dataA,02_01_071.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraRGB/02_01_071.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraSeg/02_01_071.png,train
dataA,02_01_080.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraRGB/02_01_080.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraSeg/02_01_080.png,train
dataA,02_01_081.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraRGB/02_01_081.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraSeg/02_01_081.png,train
dataA,02_01_090.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraRGB/02_01_090.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraSeg/02_01_090.png,train
dataA,02_01_091.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraRGB/02_01_091.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraSeg/02_01_091.png,train
dataA,02_01_100.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraRGB/02_01_100.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraSeg/02_01_100.png,train
dataA,02_01_101.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraRGB/02_01_101.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraSeg/02_01_101.png,train
dataA,02_01_110.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraRGB/02_01_110.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraSeg/02_01_110.png,train
dataA,02_01_111.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraRGB/02_01_111.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraSeg/02_01_111.png,train
dataA,02_01_120.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraRGB/02_01_120.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraSeg/02_01_120.png,train
dataA,02_01_121.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraRGB/02_01_121.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraSeg/02_01_121.png,train
dataA,02_01_130.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraRGB/02_01_130.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraSeg/02_01_130.png,train
dataA,02_01_131.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraRGB/02_01_131.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraSeg/02_01_131.png,train
dataA,02_01_140.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraRGB/02_01_140.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraSeg/02_01_140.png,train
dataA,02_01_141.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraRGB/02_01_141.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraSeg/02_01_141.png,train
dataA,02_01_150.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraRGB/02_01_150.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraSeg/02_01_150.png,train
dataA,02_01_151.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraRGB/02_01_151.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraSeg/02_01_151.png,train
dataA,02_01_160.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraRGB/02_01_160.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraSeg/02_01_160.png,train
dataA,02_01_161.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraRGB/02_01_161.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraSeg/02_01_161.png,train
dataA,02_01_170.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraRGB/02_01_170.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraSeg/02_01_170.png,train
dataA,02_01_171.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraRGB/02_01_171.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraSeg/02_01_171.png,train
dataA,02_01_180.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraRGB/02_01_180.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraSeg/02_01_180.png,train
dataA,02_01_181.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraRGB/02_01_181.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraSeg/02_01_181.png,train
dataA,02_01_190.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraRGB/02_01_190.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraSeg/02_01_190.png,train
dataA,02_01_191.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraRGB/02_01_191.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraSeg/02_01_191.png,train
dataA,02_01_200.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraRGB/02_01_200.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraSeg/02_01_200.png,train
dataA,02_01_201.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraRGB/02_01_201.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraSeg/02_01_201.png,train
dataA,02_01_210.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraRGB/02_01_210.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraSeg/02_01_210.png,train
dataA,02_01_211.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraRGB/02_01_211.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraSeg/02_01_211.png,train
dataA,02_01_220.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraRGB/02_01_220.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraSeg/02_01_220.png,train
dataA,02_01_221.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraRGB/02_01_221.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraSeg/02_01_221.png,train
dataA,02_01_230.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraRGB/02_01_230.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraSeg/02_01_230.png,train
dataA,02_01_231.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraRGB/02_01_231.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraSeg/02_01_231.png,train
dataA,02_01_240.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraRGB/02_01_240.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraSeg/02_01_240.png,train
dataA,02_01_241.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraRGB/02_01_241.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraSeg/02_01_241.png,train
dataA,02_02_000.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraRGB/02_02_000.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraSeg/02_02_000.png,train
dataA,02_02_001.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraRGB/02_02_001.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraSeg/02_02_001.png,train
dataA,02_02_010.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraRGB/02_02_010.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraSeg/02_02_010.png,train
dataA,02_02_011.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraRGB/02_02_011.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraSeg/02_02_011.png,train
dataA,02_02_020.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraRGB/02_02_020.png,/kaggle/input/datasets/kumaresanmanickavelu/lyft-udacity-challenge/dataA/dataA/CameraSeg/02_02_020.png,train
